ASID,Rotation,TYPE,ASSET_ID,SOURCE_ID,ACCESS,SURFACE_MA,LENGTH_M,WIDTH_M,STARTX,STARTY,ENDX,ENDY,DATE_OF_CO,OWNER,CURRENT_MA,CURRENTLY_,DEP_DAS_ID,CONDITION_,RISK_RATIN,SWEEPING_M,SWEEPING_I,INSP1,DATE_INSP1,INSP2,DATE_INSP2,INSP3,DATE_INSP3,INSP4,DATE_INSP4,INSP5,DATE_INSP5,INSP6,DATE_INSP6,INSP7,DATE_INSP7,INSP8,DATE_INSP8,INSP9,DATE_INSP9,INSP10,DATE_INS00,LAST_MAINT,ASSET_INFO,CONSQ_FAIL,SRVY_DATE,SRVY_TIME,SECTION,XSP,STCHAIN,ENDCHAIN,START_DATE,_DBFOCode,_Source,CreateDate,UserID
"147","0","","*","2600000147","","ASPHALT","25.815959438","1.500000000","443288.129097323","536386.750145142","443267.969922931","536397.317120377","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/120","L1","1616.740000000","1635.460000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"148","0","","*","2600000148","","ASPHALT","42.174994875","1.500000000","443513.342941300","535877.815826076","443493.249727396","535914.875217935","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/120","L2","1054.360000000","1096.950000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"149","0","","*","2600000149","","ASPHALT","24.098470425","1.500000000","443992.315030785","535059.250138066","443987.722531751","535082.813393155","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/120","L1","88.890000000","113.510000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"150","0","","*","2600000150","","ASPHALT","11.633500400","1.500000000","443994.030003494","535044.874253121","443992.784999268","535056.440942190","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/120","L1","74.330000000","86.010000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"151","0","","*","2600000151","","ASPHALT","6.139370112","1.500000000","443995.654280531","535034.997080432","443994.722588626","535041.065343410","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/120","L1","63.700000000","70.420000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"152","0","","*","2600000152","","ASPHALT","61.259401830","1.500000000","443999.875751814","534972.814879902","443996.998225490","535031.937956097","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/120","L2","0.980000000","60.440000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"153","0","","*","2600000153","","ASPHALT","41.554776613","1.700000000","444899.123340806","532750.061136542","444887.530784898","532789.939721416","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/265","L2","31.320000000","72.900000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"154","0","","*","2600000154","","CONCRETE","41.263006410","2.500000000","445152.906321498","530255.815107041","445167.590775319","530294.374069653","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/274","L1","910.870000000","952.080000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"155","0","","*","2600000155","","CONCRETE","85.526669622","3.000000000","443920.187236272","504766.371384410","443913.343835558","504851.566997419","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700A19/940","L2","1096.790000000","1182.040000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"156","0","","*","2600000156","","CONCRETE","43.364824199","1.000000000","444185.340156223","503391.754864296","444183.122234786","503435.062467623","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700A19/934","L1","497.620000000","541.440000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"157","0","","*","2600000157","","CONCRETE","45.197135682","2.000000000","444214.964660759","502870.624036444","444212.812699812","502915.751118951","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700A19/928","L1","1716.580000000","1742.820000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"158","0","","*","2600000158","","ASPHALT","125.434109497","3.000000000","446242.095383075","520746.407146755","446357.905511301","520702.659669340","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/340","L2","943.420000000","1067.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"159","0","","*","2600000159","","ASPHALT","3.247067028","3.000000000","446239.440473401","520748.276611626","446242.095383075","520746.407146755","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/340","L2","940.230000000","943.420000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"160","0","","*","2600000160","","ASPHALT","185.995419968","3.000000000","446070.812483761","520823.345123488","446239.440473401","520748.276611626","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/340","L1","0.000000000","940.230000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"161","0","","*","2600000161","","ASPHALT","750.216990073","3.000000000","445468.873553014","521256.251205411","446070.812483761","520823.345123488","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/340","L2","0.000000000","755.390000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"162","0","","*","2600000162","","ASPHALT","0.583688386","3.000000000","445468.527260448","521256.721070914","445468.873553014","521256.251205411","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/342","L2","865.580000000","866.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"163","0","","*","2600000163","","CONCRETE","23.233731785","1.000000000","445261.279404611","521796.156659083","445263.621001963","521773.183235157","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/342","L2","276.460000000","299.970000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"164","0","","*","2600000164","","CONCRETE","4.071476425","2.000000000","445260.248771973","521800.095531592","445261.279404611","521796.156659083","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/342","L2","272.410000000","276.460000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"165","0","","*","2600000165","","ASPHALT","139.643935426","2.000000000","440988.936093854","538915.436316255","440964.687369155","538778.185603863","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/640","L2","699.560000000","841.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"166","0","","*","2600000166","","ASPHALT","60.255233251","2.000000000","441002.565179854","538974.129515502","440988.936093854","538915.436316255","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/640","L1","638.080000000","699.560000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"167","0","","*","2600000167","","ASPHALT","564.289541812","1.800000000","441133.653406300","539522.812456643","441002.565179854","538974.129515502","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/640","L2","64.150000000","638.080000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"168","0","","*","2600000168","","ASPHALT","33.909201503","1.800000000","441159.402732119","539544.876140979","441133.653406300","539522.812456643","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/640","L2","36.280000000","64.150000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"169","0","","*","2600000169","","ASPHALT","84.228030979","1.000000000","441174.565399484","539698.002309070","441162.873902842","539614.816120869","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/635","L2","750.610000000","834.640000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"170","0","","*","2600000170","","ASPHALT","74.258830759","1.900000000","441194.279340577","539769.251914083","441174.565399484","539698.002309070","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/635","L2","676.400000000","750.610000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"171","0","","*","2600000171","","ASPHALT","57.360280568","2.000000000","441450.222527277","541858.753800389","441458.121295812","541801.940063152","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/610","L1","347.180000000","400.990000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"172","0","","*","2600000172","","ASPHALT","80.795174957","2.000000000","441440.971568721","541938.940847086","441450.222527277","541858.753800389","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/610","L1","266.960000000","347.180000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"173","0","","*","2600000173","","ASPHALT","266.850671990","2.200000000","441412.938360978","542204.314884558","441440.971568721","541938.940847086","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/610","L1","2.100000000","266.960000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"174","0","","*","2600000174","","ASPHALT","51.005353835","2.000000000","433753.062226467","560971.312887260","433795.903563949","560997.435409766","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/90","L1","151.700000000","195.580000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"175","0","","*","2600000175","","ASPHALT","16.674229165","1.000000000","433740.933741588","560910.620260344","433740.216421272","560927.245501418","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/90","L2","92.710000000","108.360000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"176","0","","*","2600000176","","ASPHALT","45.787177982","2.000000000","433846.717875515","560989.557664747","433877.875961416","560957.566822030","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/90","L1","243.570000000","282.970000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"177","0","","*","2600000177","","ASPHALT","72.355191607","1.800000000","433666.752926861","564109.504589230","433654.500766065","564180.814177072","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/22","L2","537.620000000","611.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"178","0","","*","2600000178","","ASPHALT","22.445043790","1.800000000","433670.372508684","564068.316379232","433669.655188368","564090.749957687","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/22","L2","495.590000000","518.330000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"179","0","","*","2600000179","","ASPHALT","407.690339957","1.800000000","433734.939582167","563661.682776890","433668.533860059","564063.377792888","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/22","L2","77.510000000","490.860000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"180","0","","*","2600000180","","ASPHALT","16.159059033","1.800000000","433744.808920305","563599.370613561","433748.123434868","563615.186086429","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/22","L2","12.560000000","28.710000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"181","0","","*","2600000181","","ASPHALT","7.365531188","1.800000000","433743.497955590","563592.122688258","433744.808920305","563599.370613561","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/22","L3","0.980000000","12.560000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"182","0","","*","2600000182","","ASPHALT","6.413965146","1.800000000","433755.717136142","563589.813349300","433755.065776315","563596.191523566","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/22","L1","0.200000000","7.600000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"183","0","","*","2600000183","","ASPHALT","8.726169230","1.400000000","433767.342672294","563494.560615111","433760.845564147","563500.378949630","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/24","L2","570.580000000","577.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"184","0","","*","2600000184","","ASPHALT","188.809977920","1.400000000","433899.750108517","562600.746466750","433938.971864175","562784.933743690","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/56","L2","37.960000000","225.910000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"185","0","","*","2600000185","","ASPHALT","37.805304036","2.000000000","433864.279855660","562588.370009474","433899.750108517","562600.746466750","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/56","L1","0.000000000","37.960000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"186","0","","*","2600000186","","ASPHALT","154.125523221","2.000000000","433769.156585737","562473.932766794","433864.279855660","562588.370009474","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520A19/60","L1","0.720000000","161.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"187","0","","*","2600000187","","ASPHALT","17.668232272","1.600000000","434077.629056712","559834.808208340","434084.249840776","559851.123538126","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4525A19/166","L1","0.200000000","17.940000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"188","0","","*","2600000188","","CONCRETE","16.126997694","1.000000000","434570.972287696","557322.877241100","434577.502376088","557337.623020165","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4525A19/174","L1","0.000000000","16.030000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"189","0","","*","2600000189","","ASPHALT","7.443334879","1.000000000","434096.155709006","559840.746508520","434092.527882122","559847.124682786","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4525A19/166","R2","11.310000000","16.450000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"190","0","","*","2600000190","","BLOCK PAVING","9.160992228","1.000000000","434637.905693715","557221.746189563","434635.341479713","557230.373719958","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4525A19/173","R2","318.130000000","326.140000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"191","0","","*","2600000191","","ASPHALT","8.884952128","1.800000000","434772.935059368","555190.937502502","434778.714847200","555197.685570888","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4525A19/184","L2","0.170000000","9.020000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"192","0","","*","2600000192","","ASPHALT","11.305069817","1.800000000","434787.528817517","555077.879864914","434781.246080958","555087.247183547","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4525A19/183","L1","417.630000000","429.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"193","0","","*","2600000193","","ASPHALT","8.173108957","1.200000000","435554.278274614","552362.067258186","435552.909594471","552370.124951696","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4525A19/192","L1","0.000000000","8.300000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"194","0","","*","2600000194","","ASPHALT","23.910922790","1.000000000","435665.034180385","552275.691982852","435642.657084556","552283.439765072","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/330","L1","361.930000000","387.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"195","0","","*","2600000195","","ASPHALT","35.098882033","2.200000000","441021.058851904","546583.251427011","440991.871335606","546601.626167297","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/258","R1","397.540000000","426.640000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"196","0","","*","2600000196","","ASPHALT","33.740663762","2.000000000","441013.564091363","546573.314271492","440982.249349301","546583.001498552","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/258","L2","398.650000000","433.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"197","0","","*","2600000197","","ASPHALT","25.406921011","3.200000000","440639.502159328","543604.564067399","440658.094772111","543621.879111019","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/220","L1","0.270000000","25.250000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"198","0","","*","2600000198","","ASPHALT","19.901058268","2.000000000","440689.722826495","543615.370973954","440698.470836323","543597.496090586","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/215","L1","568.520000000","589.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"199","0","","*","2600000199","","ASPHALT","60.624817464","2.000000000","441431.341337355","541295.185120246","441431.811305838","541355.807767194","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/175","L1","77.320000000","139.430000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"200","0","","*","2600000200","","ASPHALT","20.311926155","2.600000000","441432.998594637","541274.940915089","441431.341337355","541295.185120246","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/175","L1","56.390000000","77.320000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"201","0","","*","2600000201","","ASPHALT","39.376207041","2.000000000","441428.785368414","541236.062044050","441432.998594637","541274.940915089","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/175","L2","14.200000000","56.390000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"202","0","","*","2600000202","","ASPHALT","13.486321747","3.000000000","441420.878354818","541225.185157527","441428.785368414","541236.062044050","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/175","L2","0.000000000","14.200000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"203","0","","*","2600000203","","ASPHALT","12.300407914","3.300000000","441427.251787049","541096.252064241","441421.059746162","541106.749059507","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/165","L1","607.890000000","621.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"204","0","","*","2600000204","","CONCRETE","59.666219687","1.500000000","433786.124921483","560816.877094046","433758.784298871","560867.252674186","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4525A19/159","L1","57.370000000","118.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"205","0","","*","2600000205","","CONCRETE","41.901346742","1.200000000","433789.686787878","560775.129044301","433786.124921483","560816.877094046","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4525A19/159","L1","14.890000000","57.370000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"206","0","","*","2600000206","","ASPHALT","215.998434414","1.300000000","441423.252932415","541871.310206155","441400.785140915","542086.058735029","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/185","L1","86.420000000","302.310000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"207","0","","*","2600000207","","ASPHALT","49.895995170","1.000000000","441080.654153542","539471.877036756","441098.875738576","539518.253761556","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/155","L2","661.160000000","710.970000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"208","0","","*","2600000208","","ASPHALT","125.434109497","3.000000000","446242.095383075","520746.407146755","446357.905511301","520702.659669340","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/340","L2","943.420000000","1067.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"209","0","","*","2600000209","","ASPHALT","3.247067028","3.000000000","446239.440473401","520748.276611626","446242.095383075","520746.407146755","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/340","L2","940.230000000","943.420000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"210","0","","*","2600000210","","ASPHALT","185.995419968","3.000000000","446070.812483761","520823.345123488","446239.440473401","520748.276611626","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/340","L1","0.000000000","940.230000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"211","0","","*","2600000211","","ASPHALT","750.216990073","3.000000000","445468.873553014","521256.251205411","446070.812483761","520823.345123488","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/340","L2","0.000000000","755.390000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"212","0","","*","2600000212","","ASPHALT","0.583688386","3.000000000","445468.527260448","521256.721070914","445468.873553014","521256.251205411","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/342","L2","865.580000000","866.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"213","0","","*","2600000213","","CONCRETE","23.233731785","1.000000000","445261.279404611","521796.156659083","445263.621001963","521773.183235157","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/342","L2","276.460000000","299.970000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"214","0","","*","2600000214","","CONCRETE","4.071476425","2.000000000","445260.248771973","521800.095531592","445261.279404611","521796.156659083","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/342","L2","272.410000000","276.460000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"215","0","","*","2600000215","","BLOCK PAVING","45.726981723","0.500000000","444013.216260676","524459.814195044","444020.216317551","524505.001260382","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/243","L2","806.400000000","851.770000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"216","0","","*","2600000216","","BLOCK PAVING","57.136479265","0.500000000","444223.597239732","523639.808919113","444192.406173586","523687.655223251","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/233","L2","649.460000000","700.080000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"217","0","","*","2600000217","","CONCRETE","98.549143514","1.500000000","445776.035059275","520928.904907314","445693.246400758","520982.309620374","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/339","L1","535.030000000","632.350000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"218","0","","*","2600000218","","CONCRETE","50.303401287","1.000000000","447166.721270136","517783.625234256","447190.747378185","517827.812585758","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/381","L2","418.340000000","469.290000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"219","0","","*","2600000219","","CONCRETE","3.407071059","1.000000000","447163.060463007","517781.685789416","447164.783680777","517784.624948090","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/381","L2","415.010000000","418.440000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"220","0","","*","2600000220","","CONCRETE","10.124244318","1.000000000","447051.529521493","517526.498835921","447049.814548783","517534.186635312","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/381","L2","133.350000000","139.880000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"221","0","","*","2600000221","","ASPHALT","41.560179197","3.000000000","446950.222455743","517343.221298571","446982.246273060","517369.533766705","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/377","L1","0.000000000","41.660000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
