FROM,ASID,SOURCE_ID,SURFACE_MA,LENGTH_M,WIDTH_M,STARTX,STARTY,ENDX,ENDY,DATE_OF_CO,OWNER,CURRENT_MA,CURRENTLY_,SECTION,XSP,STCHAIN,ENDCHAIN,ASSET_LEN,_DBFOCODE,_SOURCE,CREATEDATE,START_DATE,WKT
A19_Footway_0,16,2600000016,CONCRETE,6.229646676,2,449394.841846914,515260.657426278,449393.159854449,515266.655709288,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/55,R1,13.16,14.77,1.61,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(449394.841846914 515260.657426278,449393.159854449 515266.655709288)"
A19_Footway_0,17,2600000017,CONCRETE,26.07037861,2,449396.655760356,515250.410359471,449406.970331794,515226.467213125,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/55,L1,18.42,21.09,2.67,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(449396.655760356 515250.410359471,449406.970331794 515226.467213125)"
A19_Footway_0,18,2600000018,CONCRETE,5.808824085,1.5,449433.873966167,515279.152132224,449438.029476961,515275.093294054,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/56,L1,151.5,151.99,0.490000000000009,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(449433.873966167 515279.152132224,449438.029476961 515275.093294054)"
A19_Footway_0,19,2600000019,CONCRETE,10.386201602,1.5,449427.591229608,515284.840503944,449419.37090369,515291.188686796,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/56,R1,153.01,155.01,2,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(449427.591229608 515284.840503944,449419.37090369 515291.188686796)"
A19_Footway_0,20,2600000020,CONCRETE,77.627563512,1.5,449470.844820144,515185.74886863,449400.687595235,515218.629456659,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/36,L1,175.23,252.69,77.46,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(449470.844820144 515185.74886863,449400.687595235 515218.629456659)"
A19_Footway_0,21,2600000021,CONCRETE,172.177972973,1.5,449603.87888101,515077.129960469,449470.844820144,515185.74886863,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/36,L2,5.26,175.23,169.97,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(449603.87888101 515077.129960469,449470.844820144 515185.74886863)"
A19_Footway_0,22,2600000022,CONCRETE,68.572983006,2,451732.061072182,515540.377357281,451668.62357207,515545.595863499,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/50,L2,5.26,80.23,74.97,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(451732.061072182 515540.377357281,451668.62357207 515545.595863499)"
A19_Footway_0,23,2600000023,CONCRETE,31.726527381,1.5,451731.253056194,515551.46418371,451710.18692508,515575.187393012,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/50,R2,11.34,37.33,25.99,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(451731.253056194 515551.46418371,451710.18692508 515575.187393012)"
A19_Footway_0,24,2600000024,CONCRETE,8.221861641,1.8,451704.060844682,515581.785504322,451698.437713011,515587.783787331,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/57,R1,3.07,5.64,2.57,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(451704.060844682 515581.785504322,451698.437713011 515587.783787331)"
A19_Footway_0,25,2600000025,CONCRETE,15.622936793,1.5,451747.561787052,515564.72038916,451737.502812508,515576.656972349,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/54,L1,44.25,55.28,11.03,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(451747.561787052 515564.72038916,451737.502812508 515576.656972349)"
A19_Footway_0,26,2600000026,CONCRETE,10.887361798,1.5,451753.498231045,515562.870918566,451760.597228653,515555.313081974,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/54,L1,59.6,69.7,10.1,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(451753.498231045 515562.870918566,451760.597228653 515555.313081974)"
A19_Footway_0,27,2600000027,CONCRETE,11.415685523,1.5,453481.25078478,516703.934292573,453475.685368537,516713.901439507,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/64,R1,409.92,410,0.0799999999999841,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(453481.25078478 516703.934292573,453475.685368537 516713.901439507)"
A19_Footway_0,28,2600000028,CONCRETE,10.733376609,2.5,453484.375662937,516696.466430226,453488.621869404,516686.629246091,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/64,LE,399.266623391,410,10.733376609,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(453484.375662937 516696.466430226,453488.621869404 516686.629246091)"
A19_Footway_0,29,2600000029,CONCRETE,43.893128179,4,456915.434164244,519324.874056369,456887.466916989,519291.063734473,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/96,L1,2,45.81,43.81,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(456915.434164244 519324.874056369,456887.466916989 519291.063734473)"
A19_Footway_0,30,2600000030,ASPHALT,16.290612956,1.5,445504.624137949,522109.436983523,445504.376786116,522094.781178703,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/396,R1,4.84,13.94,9.1,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445504.624137949 522109.436983523,445504.376786116 522094.781178703)"
A19_Footway_0,31,2600000031,BLOCK PAVING,4.537865391,1,445519.811540497,522082.654649886,445517.906931382,522078.535828886,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/396,L4,10.38,14.56,4.18,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445519.811540497 522082.654649886,445517.906931382 522078.535828886)"
A19_Footway_0,32,2600000032,ASPHALT,9.252694994,1.5,445517.840970894,522085.033968813,445525.904640651,522080.535256556,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/396,L3,7.2,10.29,3.09,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445517.840970894 522085.033968813,445525.904640651 522080.535256556)"
A19_Footway_0,33,2600000033,ASPHALT,17.299238858,1.5,445517.032954906,522084.534111896,445506.50401188,522070.808040943,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/396,L3,11.23,30,18.77,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445517.032954906 522084.534111896,445506.50401188 522070.808040943)"
A19_Footway_0,34,2600000034,BLOCK PAVING,5.338671968,2,445357.095259667,521887.66046639,445353.74776486,521883.501656837,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/396,L2,267.81,273.16,5.35000000000002,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445357.095259667 521887.66046639,445353.74776486 521883.501656837)"
A19_Footway_0,35,2600000035,ASPHALT,12.266639323,1.5,445073.407442361,522739.436647995,445084.595990275,522734.408087405,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/228,L1,374.51,379,4.49000000000001,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445073.407442361 522739.436647995,445084.595990275 522734.408087405)"
A19_Footway_0,36,2600000036,BLOCK PAVING,8.392584599,1,444712.562343271,525994.75482286,444709.874453352,525988.936488341,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/240,L2,0.47,6.54,6.07,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(444712.562343271 525994.75482286,444709.874453352 525988.936488341)"
A19_Footway_0,37,2600000037,ASPHALT,16.757175273,3,444745.435401881,526121.748471306,444748.222232534,526105.313175861,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/256,L1,466,480,14,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(444745.435401881 526121.748471306,444748.222232534 526105.313175861)"
A19_Footway_0,38,2600000038,ASPHALT,19.243994058,1.6,433695.750806753,564114.503158404,433698.372736184,564095.438615573,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/21,L2,17.63,37.24,19.61,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433695.750806753 564114.503158404,433698.372736184 564095.438615573)"
A19_Footway_0,39,2600000039,ASPHALT,8.425883864,2.5,433872.970150061,562363.87427071,433876.779368289,562356.566362577,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/59,R1,235.574116136,244,8.42588386400001,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433872.970150061 562363.87427071,433876.779368289 562356.566362577)"
A19_Footway_0,40,2600000040,ASPHALT,12.642321554,2.5,433898.752456124,562369.682608091,433895.248305156,562357.686042072,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/59,L2,232.64,244,11.36,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433898.752456124 562369.682608091,433895.248305156 562357.686042072)"
A19_Footway_0,41,2600000041,ASPHALT,30.330071424,2.5,433912.340316818,562396.684878772,433898.752456124,562369.682608091,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/59,L1,202.39,232.64,30.25,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433912.340316818 562396.684878772,433898.752456124 562369.682608091)"
A19_Footway_0,42,2600000042,ASPHALT,4.999619201,2.2,433916.190760353,562399.873965905,433912.340316818,562396.684878772,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/59,L2,197.74,202.39,4.64999999999998,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433916.190760353 562399.873965905,433912.340316818 562396.684878772)"
A19_Footway_0,43,2600000043,ASPHALT,63.885239681,2,433954.563274717,562447.750261458,433916.190760353,562399.873965905,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/59,L2,138.58,197.74,59.16,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433954.563274717 562447.750261458,433916.190760353 562399.873965905)"
A19_Footway_0,44,2600000044,ASPHALT,5.037457199,1.8,433829.972156418,563528.121008548,433826.46800545,563524.502044466,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/23,R1,15.31,18.61,3.3,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433829.972156418 563528.121008548,433826.46800545 563524.502044466)"
A19_Footway_0,45,2600000045,ASPHALT,73.54444875,1.8,433970.031009343,562917.625760995,433969.157032866,562844.246765514,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/23,L2,653.07,727.21,74.14,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433970.031009343 562917.625760995,433969.157032866 562844.246765514)"
A19_Footway_0,46,2600000046,ASPHALT,27.033988379,1.8,433888.371924197,563314.812067598,433896.40261371,563288.999456381,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/23,L2,240.1,267.6,27.5,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433888.371924197 563314.812067598,433896.40261371 563288.999456381)"
A19_Footway_0,47,2600000047,ASPHALT,4.389198519,1.2,433802.342956668,563615.875888975,433806.341811303,563614.066406934,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/21,L2,530.610801481,535,4.38919851900005,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433802.342956668 563615.875888975,433806.341811303 563614.066406934)"
A19_Footway_0,48,2600000048,BLOCK PAVING,253.110865226,1.8,433736.341242554,563947.620927946,433780.435829323,563699.691896892,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/21,L2,191.22,445.62,254.4,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433736.341242554 563947.620927946,433780.435829323 563699.691896892)"
A19_Footway_0,49,2600000049,ASPHALT,17.220776931,1.8,433692.972221162,564131.498293597,433695.750806753,564114.503158404,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/21,L2,0.24,17.63,17.39,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433692.972221162 564131.498293597,433695.750806753 564114.503158404)"
A19_Footway_0,50,2600000050,ASPHALT,57.785421194,1.8,433698.339755939,564095.558581233,433720.43651969,564042.503768015,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/21,L2,37.11,94.17,57.06,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433698.339755939 564095.558581233,433720.43651969 564042.503768015)"
A19_Footway_0,51,2600000051,ASPHALT,149.69869146,1.8,433853.280944151,563460.120473499,433888.371924197,563314.812067598,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/23,L1,87.71,240.1,152.39,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433853.280944151 563460.120473499,433888.371924197 563314.812067598)"
A19_Footway_0,52,2600000052,ASPHALT,77.023891973,1.8,433837.936885442,563535.248968191,433853.280944151,563460.120473499,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/23,L1,8.96,87.71,78.75,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433837.936885442 563535.248968191,433853.280944151 563460.120473499)"
A19_Footway_0,53,2600000053,ASPHALT,5.060332035,1.5,433839.280830401,563540.127571705,433837.936885442,563535.248968191,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/23,L2,3.01,8.96,5.95,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433839.280830401 563540.127571705,433837.936885442 563535.248968191)"
A19_Footway_0,54,2600000054,ASPHALT,3.729479486,1,433799.688046994,563618.495139223,433802.342956668,563615.875888975,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/21,L1,532.33,535,2.66999999999996,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433799.688046994 563618.495139223,433802.342956668 563615.875888975)"
A19_Footway_0,55,2600000055,ASPHALT,3.990007106,2,434201.123581884,559900.129510312,434198.122379644,559897.500262926,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/161,R1,0,460,460,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434201.123581884 559900.129510312,434198.122379644 559897.500262926)"
A19_Footway_0,56,2600000056,ASPHALT,7.040333943,5,434205.188397007,559905.877864863,434201.123581884,559900.129510312,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/161,R1,452.959666057,460,7.04033394300001,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434205.188397007 559905.877864863,434201.123581884 559900.129510312)"
A19_Footway_0,57,2600000057,ASPHALT,5.857717768,3.6,434212.435805715,559919.433984464,434218.157878119,559918.18434217,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/161,L1,454.142282232,460,5.85771776799999,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434212.435805715 559919.433984464,434218.157878119 559918.18434217)"
A19_Footway_0,58,2600000058,ASPHALT,66.1545052,2.5,434783.686619044,556920.122528437,434808.215675819,556858.690113283,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/172,L1,381.97,451.6,69.63,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434783.686619044 556920.122528437,434808.215675819 556858.690113283)"
A19_Footway_0,59,2600000059,ASPHALT,23.479032842,1.2,434726.878148057,557258.065793184,434717.214936447,557236.691911394,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/172,L1,9.5,34.53,25.03,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434726.878148057 557258.065793184,434717.214936447 557236.691911394)"
A19_Footway_0,60,2600000060,ASPHALT,1.249951472,2.8,434899.87602008,555091.495967346,434899.12571952,555090.496253511,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/182,L1,5.66,6.96,1.3,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434899.87602008 555091.495967346,434899.12571952 555090.496253511)"
A19_Footway_0,61,2600000061,CONCRETE,11.477444124,1,434703.280783186,557372.752964323,434710.783788788,557364.125433928,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/171,L1,444.97,455,10.03,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434703.280783186 557372.752964323,434710.783788788 557364.125433928)"
A19_Footway_0,62,2600000062,ASPHALT,8.283507031,2.2,434890.781717686,555091.186056057,434882.685067685,555089.436556846,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/182,R1,10.55,15.83,5.28,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434890.781717686 555091.186056057,434882.685067685 555089.436556846)"
A19_Footway_0,63,2600000063,ASPHALT,8.032778576,2,434883.559044161,555198.685284723,434875.561334893,555199.435070099,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/181,R1,709.75,713.67,3.91999999999996,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434883.559044161 555198.685284723,434875.561334893 555199.435070099)"
A19_Footway_0,64,2600000064,ASPHALT,7.542407013,1.6,435622.341254003,552443.623912837,435617.691039542,552437.685612658,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/193,R1,589.59,590.89,1.29999999999995,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(435622.341254003 552443.623912837,435617.691039542 552437.685612658)"
A19_Footway_0,65,2600000065,ASPHALT,5.586922522,4.5,435625.284740816,552448.372553553,435622.341254003,552443.623912837,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/193,R1,590.89,591.24,0.350000000000023,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(435625.284740816 552448.372553553,435622.341254003 552443.623912837)"
A19_Footway_0,66,2600000066,ASPHALT,18.18668195,1.6,435621.310621365,552462.128615921,435638.658229922,552457.749869324,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/193,L1,581.24,596,14.76,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(435621.310621365 552462.128615921,435638.658229922 552457.749869324)"
A19_Footway_0,67,2600000067,ASPHALT,6.27950307,1.6,440073.000501194,550096.875662536,440066.965116468,550095.496057444,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/440,R1,451.95,457.85,5.90000000000003,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(440073.000501194 550096.875662536,440066.965116468 550095.496057444)"
A19_Footway_0,68,2600000068,ASPHALT,12.268239112,1.5,441079.689481394,546667.567291846,441085.906257464,546657.750101987,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/524,R1,12.88,22.29,9.41,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441079.689481394 546667.567291846,441085.906257464 546657.750101987)"
A19_Footway_0,69,2600000069,ASPHALT,5.507948012,1.5,441098.282094176,546657.37021073,441099.469382975,546662.748671162,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/524,L2,16.54,21.95,5.41,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441098.282094176 546657.37021073,441099.469382975 546662.748671162)"
A19_Footway_0,70,2600000070,ASPHALT,5.772182811,3.6,441054.096811736,546705.126540623,441057.378346054,546700.377899907,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/521,R1,519.66,523.98,4.32000000000005,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441054.096811736 546705.126540623,441057.378346054 546700.377899907)"
A19_Footway_0,71,2600000071,CONCRETE,11.800007521,3,441057.312385565,546714.503856394,441068.871961229,546712.814340013,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/521,L1,520.57,532.79,12.2199999999999,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441057.312385565 546714.503856394,441068.871961229 546712.814340013)"
A19_Footway_0,72,2600000072,ASPHALT,61.135987528,10,444368.058955284,499324.629066945,444381.127377129,499264.906162449,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,2700A19/886,L2,229.71,313.84,84.13,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(444368.058955284 499324.629066945,444381.127377129 499264.906162449)"
A19_Footway_0,73,2600000073,ASPHALT,21.862536159,2,446831.81513327,520568.498072698,446849.814101654,520579.784841894,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/388,L1,29.76,47.26,17.5,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446831.81513327 520568.498072698,446849.814101654 520579.784841894)"
A19_Footway_0,74,2600000074,BLOCK PAVING,54.095178008,1.5,446860.433740352,520584.153591352,446913.589649271,520587.342678485,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/388,L1,57.42,103.64,46.22,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446860.433740352 520584.153591352,446913.589649271 520587.342678485)"
A19_Footway_0,75,2600000075,ASPHALT,18.700776559,2,446849.814101654,520579.784841894,446862.090997634,520593.870809827,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/388,L2,47.26,62.53,15.27,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446849.814101654 520579.784841894,446862.090997634 520593.870809827)"
A19_Footway_0,76,2600000076,ASPHALT,461.289448458,3,446688.186168889,520543.315281197,446254.627875949,520693.692236241,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/395,L2,90.86,561.24,470.38,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446688.186168889 520543.315281197,446254.627875949 520693.692236241)"
A19_Footway_0,77,2600000077,ASPHALT,54.518000113,3.5,446741.309097564,520531.18875238,446688.186168889,520543.315281197,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/395,L1,34.58,90.86,56.28,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446741.309097564 520531.18875238,446688.186168889 520543.315281197)"
A19_Footway_0,78,2600000078,ASPHALT,128.19829447,3.5,446839.433569728,520459.219353406,446741.309097564,520531.18875238,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/392,L1,7.92,96.88,88.96,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446839.433569728 520459.219353406,446741.309097564 520531.18875238)"
A19_Footway_0,79,2600000079,ASPHALT,24.430907264,2.5,446499.34128943,518578.717641421,446521.784345747,518582.686505346,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A66/178,L1,10.18,33.39,23.21,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446499.34128943 518578.717641421,446521.784345747 518582.686505346)"
A19_Footway_0,80,2600000080,ASPHALT,17.282334084,3.2,444624.909098706,526157.688183671,444639.090603799,526167.565356359,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/239,L1,0,17.39,17.39,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(444624.909098706 526157.688183671,444639.090603799 526167.565356359)"
A19_Footway_0,81,2600000081,ASPHALT,38.709629896,2.5,446976.969433955,520482.872582739,446939.058643012,520482.402717237,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/387,R2,0,25.42,25.42,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446976.969433955 520482.872582739,446939.058643012 520482.402717237)"
A19_Footway_0,82,2600000082,ASPHALT,34.01537454,3.5,446932.965542859,520458.129665326,446900.438776815,520449.122243673,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/382,L1,30.35,31.67,1.32,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446932.965542859 520458.129665326,446900.438776815 520449.122243673)"
A19_Footway_0,83,2600000083,ASPHALT,20.172970394,2.5,446952.844385173,520455.50041794,446932.965542859,520458.129665326,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/382,L2,7.73,31.67,23.94,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446952.844385173 520455.50041794,446932.965542859 520458.129665326)"
A19_Footway_0,84,2600000084,ASPHALT,18.390515755,2.5,446969.936396836,520448.812332384,446952.844385173,520455.50041794,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/385,L2,358.46,374,15.54,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446969.936396836 520448.812332384,446952.844385173 520455.50041794)"
A19_Footway_0,85,2600000085,ASPHALT,140.525414801,2,447083.215291304,520367.655563268,446969.936396836,520448.812332384,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/385,L2,216.16,358.46,142.3,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(447083.215291304 520367.655563268,446969.936396836 520448.812332384)"
A19_Footway_0,86,2600000086,ASPHALT,9.541221751,1,444968.126257161,522689.09105927,444976.750591073,522690.910538449,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/227,L2,5.65,8.09,2.44,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(444968.126257161 522689.09105927,444976.750591073 522690.910538449)"
A19_Footway_0,87,2600000087,ASPHALT,8.028335593,2,445053.091611808,521862.71760621,445045.09390254,521862.097783632,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/397,L1,413.49,414,0.509999999999991,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445053.091611808 521862.71760621,445045.09390254 521862.097783632)"
A19_Footway_0,88,2600000088,ASPHALT,16.290861902,1.5,451662.56345216,515662.252470892,451672.74610262,515649.536110913,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/67,R1,11.63,23.8,12.17,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(451662.56345216 515662.252470892,451672.74610262 515649.536110913)"
A19_Footway_0,89,2600000089,ASPHALT,10.015135677,1.5,451657.187672323,515675.40870496,451665.127666163,515669.340441982,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/67,L2,0.47,10.77,10.3,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(451657.187672323 515675.40870496,451665.127666163 515669.340441982)"
A19_Footway_0,90,2600000090,CONCRETE,3.374368533,1,451632.435998897,515649.06624541,451632.246362492,515652.435281034,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/53,L2,27.56,30.83,3.27,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(451632.435998897 515649.06624541,451632.246362492 515652.435281034)"
A19_Footway_0,91,2600000091,ASPHALT,23.067447534,1.5,449303.313423631,515406.745608971,449312.844714264,515385.871584098,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A174/33,L2,587.27,611,23.73,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(449303.313423631 515406.745608971,449312.844714264 515385.871584098)"
