FROM,ASID,SOURCE_ID,SURFACE_MA,LENGTH_M,WIDTH_M,STARTX,STARTY,ENDX,ENDY,DATE_OF_CO,OWNER,CURRENT_MA,CURRENTLY_,SECTION,XSP,STCHAIN,ENDCHAIN,ASSET_LEN,_DBFOCODE,_SOURCE,CREATEDATE,START_DATE,WKT
A19_Footway_0,165,2600000165,ASPHALT,139.643935426,2,440988.936093854,538915.436316255,440964.687369155,538778.185603863,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/640,L2,699.56,841,141.44,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(440988.936093854 538915.436316255,440964.687369155 538778.185603863)"
A19_Footway_0,166,2600000166,ASPHALT,60.255233251,2,441002.565179854,538974.129515502,440988.936093854,538915.436316255,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/640,L1,638.08,699.56,61.4799999999999,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441002.565179854 538974.129515502,440988.936093854 538915.436316255)"
A19_Footway_0,167,2600000167,ASPHALT,564.289541812,1.8,441133.6534063,539522.812456643,441002.565179854,538974.129515502,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/640,L2,64.15,638.08,573.93,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441133.6534063 539522.812456643,441002.565179854 538974.129515502)"
A19_Footway_0,168,2600000168,ASPHALT,33.909201503,1.8,441159.402732119,539544.876140979,441133.6534063,539522.812456643,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/640,L2,36.28,64.15,27.87,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441159.402732119 539544.876140979,441133.6534063 539522.812456643)"
A19_Footway_0,169,2600000169,ASPHALT,84.228030979,1,441174.565399484,539698.00230907,441162.873902842,539614.816120869,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/635,L2,750.61,834.64,84.03,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441174.565399484 539698.00230907,441162.873902842 539614.816120869)"
A19_Footway_0,170,2600000170,ASPHALT,74.258830759,1.9,441194.279340577,539769.251914083,441174.565399484,539698.00230907,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/635,L2,676.4,750.61,74.21,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441194.279340577 539769.251914083,441174.565399484 539698.00230907)"
A19_Footway_0,171,2600000171,ASPHALT,57.360280568,2,441450.222527277,541858.753800389,441458.121295812,541801.940063152,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/610,L1,347.18,400.99,53.81,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441450.222527277 541858.753800389,441458.121295812 541801.940063152)"
A19_Footway_0,172,2600000172,ASPHALT,80.795174957,2,441440.971568721,541938.940847086,441450.222527277,541858.753800389,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/610,L1,266.96,347.18,80.22,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441440.971568721 541938.940847086,441450.222527277 541858.753800389)"
A19_Footway_0,173,2600000173,ASPHALT,266.85067199,2.2,441412.938360978,542204.314884558,441440.971568721,541938.940847086,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/610,L1,2.1,266.96,264.86,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441412.938360978 542204.314884558,441440.971568721 541938.940847086)"
A19_Footway_0,174,2600000174,ASPHALT,51.005353835,2,433753.062226467,560971.31288726,433795.903563949,560997.435409766,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/90,L1,151.7,195.58,43.88,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433753.062226467 560971.31288726,433795.903563949 560997.435409766)"
A19_Footway_0,175,2600000175,ASPHALT,16.674229165,1,433740.933741588,560910.620260344,433740.216421272,560927.245501418,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/90,L2,92.71,108.36,15.65,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433740.933741588 560910.620260344,433740.216421272 560927.245501418)"
A19_Footway_0,176,2600000176,ASPHALT,45.787177982,2,433846.717875515,560989.557664747,433877.875961416,560957.56682203,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/90,L1,243.57,282.97,39.4,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433846.717875515 560989.557664747,433877.875961416 560957.56682203)"
A19_Footway_0,177,2600000177,ASPHALT,72.355191607,1.8,433666.752926861,564109.50458923,433654.500766065,564180.814177072,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/22,L2,537.62,611,73.38,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433666.752926861 564109.50458923,433654.500766065 564180.814177072)"
A19_Footway_0,178,2600000178,ASPHALT,22.44504379,1.8,433670.372508684,564068.316379232,433669.655188368,564090.749957687,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/22,L2,495.59,518.33,22.7400000000001,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433670.372508684 564068.316379232,433669.655188368 564090.749957687)"
A19_Footway_0,179,2600000179,ASPHALT,407.690339957,1.8,433734.939582167,563661.68277689,433668.533860059,564063.377792888,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/22,L2,77.51,490.86,413.35,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433734.939582167 563661.68277689,433668.533860059 564063.377792888)"
A19_Footway_0,180,2600000180,ASPHALT,16.159059033,1.8,433744.808920305,563599.370613561,433748.123434868,563615.186086429,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/22,L2,12.56,28.71,16.15,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433744.808920305 563599.370613561,433748.123434868 563615.186086429)"
A19_Footway_0,181,2600000181,ASPHALT,7.365531188,1.8,433743.49795559,563592.122688258,433744.808920305,563599.370613561,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/22,L3,0.98,12.56,11.58,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433743.49795559 563592.122688258,433744.808920305 563599.370613561)"
A19_Footway_0,182,2600000182,ASPHALT,6.413965146,1.8,433755.717136142,563589.8133493,433755.065776315,563596.191523566,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/22,L1,0.2,7.6,7.4,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433755.717136142 563589.8133493,433755.065776315 563596.191523566)"
A19_Footway_0,183,2600000183,ASPHALT,8.72616923,1.4,433767.342672294,563494.560615111,433760.845564147,563500.37894963,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/24,L2,570.58,577,6.41999999999996,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433767.342672294 563494.560615111,433760.845564147 563500.37894963)"
A19_Footway_0,184,2600000184,ASPHALT,188.80997792,1.4,433899.750108517,562600.74646675,433938.971864175,562784.93374369,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/56,L2,37.96,225.91,187.95,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433899.750108517 562600.74646675,433938.971864175 562784.93374369)"
A19_Footway_0,185,2600000185,ASPHALT,37.805304036,2,433864.27985566,562588.370009474,433899.750108517,562600.74646675,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/56,L1,0,37.96,37.96,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433864.27985566 562588.370009474,433899.750108517 562600.74646675)"
A19_Footway_0,186,2600000186,ASPHALT,154.125523221,2,433769.156585737,562473.932766794,433864.27985566,562588.370009474,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/60,L1,0.72,161,160.28,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433769.156585737 562473.932766794,433864.27985566 562588.370009474)"
A19_Footway_0,187,2600000187,ASPHALT,17.668232272,1.6,434077.629056712,559834.80820834,434084.249840776,559851.123538126,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/166,L1,0.2,17.94,17.74,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434077.629056712 559834.80820834,434084.249840776 559851.123538126)"
A19_Footway_0,188,2600000188,CONCRETE,16.126997694,1,434570.972287696,557322.8772411,434577.502376088,557337.623020165,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/174,L1,0,16.03,16.03,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434570.972287696 557322.8772411,434577.502376088 557337.623020165)"
A19_Footway_0,189,2600000189,ASPHALT,7.443334879,1,434096.155709006,559840.74650852,434092.527882122,559847.124682786,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/166,R2,11.31,16.45,5.14,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434096.155709006 559840.74650852,434092.527882122 559847.124682786)"
A19_Footway_0,190,2600000190,BLOCK PAVING,9.160992228,1,434637.905693715,557221.746189563,434635.341479713,557230.373719958,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/173,R2,318.13,326.14,8.00999999999999,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434637.905693715 557221.746189563,434635.341479713 557230.373719958)"
A19_Footway_0,191,2600000191,ASPHALT,8.884952128,1.8,434772.935059368,555190.937502502,434778.7148472,555197.685570888,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/184,L2,0.17,9.02,8.85,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434772.935059368 555190.937502502,434778.7148472 555197.685570888)"
A19_Footway_0,192,2600000192,ASPHALT,11.305069817,1.8,434787.528817517,555077.879864914,434781.246080958,555087.247183547,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/183,L1,417.63,429,11.37,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434787.528817517 555077.879864914,434781.246080958 555087.247183547)"
A19_Footway_0,193,2600000193,ASPHALT,8.173108957,1.2,435554.278274614,552362.067258186,435552.909594471,552370.124951696,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/192,L1,0,8.3,8.3,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(435554.278274614 552362.067258186,435552.909594471 552370.124951696)"
A19_Footway_0,194,2600000194,ASPHALT,23.91092279,1,435665.034180385,552275.691982852,435642.657084556,552283.439765072,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/330,L1,361.93,387,25.07,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(435665.034180385 552275.691982852,435642.657084556 552283.439765072)"
A19_Footway_0,195,2600000195,ASPHALT,35.098882033,2.2,441021.058851904,546583.251427011,440991.871335606,546601.626167297,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/258,R1,397.54,426.64,29.1,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441021.058851904 546583.251427011,440991.871335606 546601.626167297)"
A19_Footway_0,196,2600000196,ASPHALT,33.740663762,2,441013.564091363,546573.314271492,440982.249349301,546583.001498552,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/258,L2,398.65,433,34.35,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441013.564091363 546573.314271492,440982.249349301 546583.001498552)"
A19_Footway_0,197,2600000197,ASPHALT,25.406921011,3.2,440639.502159328,543604.564067399,440658.094772111,543621.879111019,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/220,L1,0.27,25.25,24.98,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(440639.502159328 543604.564067399,440658.094772111 543621.879111019)"
A19_Footway_0,198,2600000198,ASPHALT,19.901058268,2,440689.722826495,543615.370973954,440698.470836323,543597.496090586,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/215,L1,568.52,589,20.48,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(440689.722826495 543615.370973954,440698.470836323 543597.496090586)"
A19_Footway_0,199,2600000199,ASPHALT,60.624817464,2,441431.341337355,541295.185120246,441431.811305838,541355.807767194,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/175,L1,77.32,139.43,62.11,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441431.341337355 541295.185120246,441431.811305838 541355.807767194)"
A19_Footway_0,200,2600000200,ASPHALT,20.311926155,2.6,441432.998594637,541274.940915089,441431.341337355,541295.185120246,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/175,L1,56.39,77.32,20.93,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441432.998594637 541274.940915089,441431.341337355 541295.185120246)"
A19_Footway_0,201,2600000201,ASPHALT,39.376207041,2,441428.785368414,541236.06204405,441432.998594637,541274.940915089,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/175,L2,14.2,56.39,42.19,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441428.785368414 541236.06204405,441432.998594637 541274.940915089)"
A19_Footway_0,202,2600000202,ASPHALT,13.486321747,3,441420.878354818,541225.185157527,441428.785368414,541236.06204405,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/175,L2,0,14.2,14.2,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441420.878354818 541225.185157527,441428.785368414 541236.06204405)"
A19_Footway_0,203,2600000203,ASPHALT,12.300407914,3.3,441427.251787049,541096.252064241,441421.059746162,541106.749059507,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/165,L1,607.89,621,13.11,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441427.251787049 541096.252064241,441421.059746162 541106.749059507)"
A19_Footway_0,204,2600000204,CONCRETE,59.666219687,1.5,433786.124921483,560816.877094046,433758.784298871,560867.252674186,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/159,L1,57.37,118,60.63,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433786.124921483 560816.877094046,433758.784298871 560867.252674186)"
A19_Footway_0,205,2600000205,CONCRETE,41.901346742,1.2,433789.686787878,560775.129044301,433786.124921483,560816.877094046,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/159,L1,14.89,57.37,42.48,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433789.686787878 560775.129044301,433786.124921483 560816.877094046)"
A19_Footway_0,206,2600000206,ASPHALT,215.998434414,1.3,441423.252932415,541871.310206155,441400.785140915,542086.058735029,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/185,L1,86.42,302.31,215.89,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441423.252932415 541871.310206155,441400.785140915 542086.058735029)"
A19_Footway_0,207,2600000207,ASPHALT,49.89599517,1,441080.654153542,539471.877036756,441098.875738576,539518.253761556,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/155,L2,661.16,710.97,49.8100000000001,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441080.654153542 539471.877036756,441098.875738576 539518.253761556)"
A19_Footway_0,208,2600000208,ASPHALT,125.434109497,3,446242.095383075,520746.407146755,446357.905511301,520702.65966934,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/340,L2,943.42,1067,123.58,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446242.095383075 520746.407146755,446357.905511301 520702.65966934)"
A19_Footway_0,209,2600000209,ASPHALT,3.247067028,3,446239.440473401,520748.276611626,446242.095383075,520746.407146755,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/340,L2,940.23,943.42,3.18999999999994,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446239.440473401 520748.276611626,446242.095383075 520746.407146755)"
A19_Footway_0,210,2600000210,ASPHALT,185.995419968,3,446070.812483761,520823.345123488,446239.440473401,520748.276611626,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/340,L1,0,940.23,940.23,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446070.812483761 520823.345123488,446239.440473401 520748.276611626)"
A19_Footway_0,211,2600000211,ASPHALT,750.216990073,3,445468.873553014,521256.251205411,446070.812483761,520823.345123488,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/340,L2,0,755.39,755.39,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445468.873553014 521256.251205411,446070.812483761 520823.345123488)"
A19_Footway_0,212,2600000212,ASPHALT,0.583688386,3,445468.527260448,521256.721070914,445468.873553014,521256.251205411,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/342,L2,865.58,866,0.419999999999959,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445468.527260448 521256.721070914,445468.873553014 521256.251205411)"
A19_Footway_0,213,2600000213,CONCRETE,23.233731785,1,445261.279404611,521796.156659083,445263.621001963,521773.183235157,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/342,L2,276.46,299.97,23.5100000000001,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445261.279404611 521796.156659083,445263.621001963 521773.183235157)"
A19_Footway_0,214,2600000214,CONCRETE,4.071476425,2,445260.248771973,521800.095531592,445261.279404611,521796.156659083,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/342,L2,272.41,276.46,4.04999999999996,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445260.248771973 521800.095531592,445261.279404611 521796.156659083)"
A19_Footway_0,215,2600000215,BLOCK PAVING,45.726981723,0.5,444013.216260676,524459.814195044,444020.216317551,524505.001260382,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/243,L2,806.4,851.77,45.37,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(444013.216260676 524459.814195044,444020.216317551 524505.001260382)"
A19_Footway_0,216,2600000216,BLOCK PAVING,57.136479265,0.5,444223.597239732,523639.808919113,444192.406173586,523687.655223251,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/233,L2,649.46,700.08,50.62,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(444223.597239732 523639.808919113,444192.406173586 523687.655223251)"
A19_Footway_0,217,2600000217,CONCRETE,98.549143514,1.5,445776.035059275,520928.904907314,445693.246400758,520982.309620374,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/339,L1,535.03,632.35,97.3200000000001,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445776.035059275 520928.904907314,445693.246400758 520982.309620374)"
A19_Footway_0,218,2600000218,CONCRETE,50.303401287,1,447166.721270136,517783.625234256,447190.747378185,517827.812585758,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/381,L2,418.34,469.29,50.9500000000001,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(447166.721270136 517783.625234256,447190.747378185 517827.812585758)"
A19_Footway_0,219,2600000219,CONCRETE,3.407071059,1,447163.060463007,517781.685789416,447164.783680777,517784.62494809,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/381,L2,415.01,418.44,3.43000000000001,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(447163.060463007 517781.685789416,447164.783680777 517784.62494809)"
A19_Footway_0,220,2600000220,CONCRETE,10.124244318,1,447051.529521493,517526.498835921,447049.814548783,517534.186635312,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/381,L2,133.35,139.88,6.53,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(447051.529521493 517526.498835921,447049.814548783 517534.186635312)"
A19_Footway_0,221,2600000221,ASPHALT,41.560179197,3,446950.222455743,517343.221298571,446982.24627306,517369.533766705,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/377,L1,0,41.66,41.66,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446950.222455743 517343.221298571,446982.24627306 517369.533766705)"
A19_Footway_0,222,2600000222,ASPHALT,27.490363811,3,446948.128210224,517248.378447055,446939.404935579,517274.031104058,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/375,L1,35.99,61,25.01,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446948.128210224 517248.378447055,446939.404935579 517274.031104058)"
A19_Footway_0,223,2600000223,CONCRETE,6.789785401,1,446778.279951541,518663.153471916,446781.94075867,518668.871835052,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A66/180,L2,35.210214599,42,6.789785401,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(446778.279951541 518663.153471916,446781.94075867 518668.871835052)"
A19_Footway_0,224,2600000224,CONCRETE,73.784110712,1.5,445258.063830781,527966.060542468,445273.531565407,527893.941186418,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/277,L1,0,1501.84,1501.84,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445258.063830781 527966.060542468,445273.531565407 527893.941186418)"
A19_Footway_0,225,2600000225,CONCRETE,75.057883861,1.5,445249.96718078,528038.559789774,445258.063830781,527966.060542468,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/277,L2,1355.34,1428.12,72.78,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445249.96718078 528038.559789774,445258.063830781 527966.060542468)"
A19_Footway_0,226,2600000226,CONCRETE,110.201744689,1,445090.84574659,528913.309395304,445109.438359373,528804.690487143,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/277,L2,466.37,576.56,110.19,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445090.84574659 528913.309395304,445109.438359373 528804.690487143)"
A19_Footway_0,227,2600000227,ASPHALT,87.331289621,1.5,445153.029997414,531840.81140657,445167.129051897,531754.626076864,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/262,L2,71.17,158.55,87.38,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445153.029997414 531840.81140657,445167.129051897 531754.626076864)"
A19_Footway_0,228,2600000228,ASPHALT,5.326283686,2.5,445152.123040693,531846.059904203,445153.029997414,531840.81140657,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/262,L1,65.84,71.17,5.33,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445152.123040693 531846.059904203,445153.029997414 531840.81140657)"
A19_Footway_0,229,2600000229,ASPHALT,63.563415516,1.5,445154.283246702,531906.002745743,445152.123040693,531846.059904203,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/262,L2,7.41,65.84,58.43,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(445154.283246702 531906.002745743,445152.123040693 531846.059904203)"
A19_Footway_0,230,2600000230,CONCRETE,22.216474123,2.5,444962.346469329,532652.129169276,444967.095624523,532630.435379059,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/264,L2,80.13,102.3,22.17,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(444962.346469329 532652.129169276,444967.095624523 532630.435379059)"
A19_Footway_0,231,2600000231,CONCRETE,59.624448127,1.5,444954.002467495,532709.87264038,444962.346469329,532652.129169276,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/264,L2,22.17,80.13,57.96,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(444954.002467495 532709.87264038,444962.346469329 532652.129169276)"
A19_Footway_0,232,2600000232,CONCRETE,25.337238097,1,444935.657206545,532755.309634175,444953.433558279,532737.254802317,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A19/266,L2,1156.68,1178.58,21.8999999999999,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(444935.657206545 532755.309634175,444953.433558279 532737.254802317)"
A19_Footway_0,233,2600000233,ASPHALT,41.421463798,1.5,444016.407099322,535085.87251749,444025.311765311,535045.434092868,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/675,L2,1552.01,1593.98,41.97,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(444016.407099322 535085.87251749,444025.311765311 535045.434092868)"
A19_Footway_0,234,2600000234,ASPHALT,13.869080232,1.5,444012.968908843,535099.308671431,444016.407099322,535085.87251749,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/675,L1,1537.89,1552.01,14.1199999999999,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(444012.968908843 535099.308671431,444016.407099322 535085.87251749)"
A19_Footway_0,235,2600000235,ASPHALT,25.900750777,1,443365.90475869,536309.122365863,443376.375986288,536285.439145114,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/675,L2,134.23,160.56,26.33,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(443365.90475869 536309.122365863,443376.375986288 536285.439145114)"
A19_Footway_0,236,2600000236,ASPHALT,17.975685913,1,443358.624369738,536325.557661309,443365.90475869,536309.122365863,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/675,L1,116.25,134.23,17.98,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(443358.624369738 536325.557661309,443365.90475869 536309.122365863)"
A19_Footway_0,237,2600000237,ASPHALT,74.319476871,1,443325.8420068,536392.248571234,443358.624369738,536325.557661309,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/675,L2,40.95,116.25,75.3,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(443325.8420068 536392.248571234,443358.624369738 536325.557661309)"
A19_Footway_0,238,2600000238,ASPHALT,446.661732267,1,443066.345198765,536752.875342895,443325.8420068,536392.248571234,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/670,L2,278.12,690,411.88,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(443066.345198765 536752.875342895,443325.8420068 536392.248571234)"
A19_Footway_0,239,2600000239,ASPHALT,52.909756696,1.5,443027.75006775,536789.064983718,443066.345198765,536752.875342895,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/670,L1,224.5,278.12,53.62,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(443027.75006775 536789.064983718,443066.345198765 536752.875342895)"
A19_Footway_0,240,2600000240,ASPHALT,16.37164938,2,443015.621582871,536800.061835901,443027.75006775,536789.064983718,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/670,L1,207.86,224.5,16.64,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(443015.621582871 536800.061835901,443027.75006775 536789.064983718)"
